date,source,medium,new_users,sessions,engaged_sessions,engagement_rate,transactions,total_revenue
2025-04-27,instagram,social,49,71,36,0.51,4,977.7
2025-04-27,direct,(none),213,274,177,0.65,12,2945.63
2025-04-28,direct,(none),157,221,123,0.56,9,2109.88
2025-04-28,instagram,social,123,178,120,0.68,7,1522.73
2025-04-28,direct,(none),172,213,127,0.6,6,1531.29
2025-04-28,email,newsletter,180,245,123,0.5,10,2270.33
2025-04-28,google,organic,107,155,84,0.55,5,1517.44
2025-04-28,tiktok,social,169,221,138,0.62,7,1930.67
2025-04-28,tiktok,social,106,154,89,0.58,5,1444.93
2025-04-28,email,newsletter,178,253,143,0.57,7,1776.06
2025-04-28,instagram,social,174,252,174,0.69,8,2066.73
2025-04-29,instagram,social,103,154,90,0.59,2,469.97
2025-04-29,email,newsletter,99,122,62,0.51,3,867.07
2025-04-29,email,newsletter,99,125,77,0.62,3,783.36
2025-04-29,email,newsletter,143,205,137,0.67,6,1664.54
2025-04-29,tiktok,social,100,140,95,0.68,2,579.62
2025-04-29,tiktok,social,93,123,77,0.63,3,869.43
2025-04-29,instagram,social,77,98,68,0.7,2,602.25
2025-04-29,instagram,social,115,163,87,0.54,3,810.04
2025-04-29,google,organic,125,170,109,0.64,3,954.52
2025-04-29,email,newsletter,99,127,72,0.57,4,990.33
2025-04-30,tiktok,social,61,75,47,0.63,1,238.84
2025-04-30,tiktok,social,138,173,107,0.62,3,758.43
2025-04-30,instagram,social,43,52,35,0.69,0,0.0
2025-04-30,instagram,social,98,122,70,0.57,2,534.95
2025-04-30,google,cpc,149,184,107,0.58,6,1807.3
2025-04-30,tiktok,social,98,141,82,0.58,3,837.63
2025-04-30,direct,(none),50,63,35,0.57,1,286.47
2025-04-30,google,cpc,89,108,73,0.68,2,577.16
2025-04-30,google,organic,122,180,107,0.6,4,1092.91
2025-04-30,google,cpc,26,33,21,0.65,0,0.0
2025-05-01,tiktok,social,86,106,66,0.63,2,481.71
2025-05-01,tiktok,social,36,46,25,0.55,1,244.68
2025-05-01,google,organic,119,145,79,0.55,3,717.45
2025-05-01,direct,(none),48,71,44,0.62,2,626.0
2025-05-01,instagram,social,60,84,44,0.53,2,617.16
2025-05-01,email,newsletter,112,155,92,0.6,3,726.76
2025-05-01,google,cpc,61,75,43,0.58,1,260.18
2025-05-02,instagram,social,198,278,139,0.5,9,1912.13
2025-05-02,tiktok,social,40,53,33,0.63,2,564.45
2025-05-03,email,newsletter,161,201,110,0.55,10,2181.97
2025-05-03,email,newsletter,125,184,116,0.63,8,1833.54
2025-05-03,instagram,social,134,186,121,0.65,6,1220.27
2025-05-03,email,newsletter,190,250,160,0.64,10,2285.38
2025-05-03,direct,(none),211,273,175,0.64,10,2442.95
2025-05-03,google,cpc,245,353,229,0.65,16,4535.23
2025-05-03,google,cpc,258,358,209,0.58,12,2435.27
2025-05-03,instagram,social,55,74,41,0.56,3,774.68
2025-05-03,instagram,social,34,41,27,0.67,1,269.46
2025-05-03,tiktok,social,204,259,168,0.65,12,2878.39
2025-05-04,instagram,social,255,307,161,0.53,13,3604.82
2025-05-04,instagram,social,200,244,137,0.56,13,2865.02
2025-05-04,google,cpc,88,131,77,0.59,5,1101.5
2025-05-04,google,organic,272,345,180,0.52,13,2867.85
2025-05-04,google,organic,274,331,219,0.66,15,3041.44
2025-05-04,google,organic,152,198,119,0.6,9,2172.15
2025-05-05,direct,(none),122,152,101,0.67,7,1854.31
2025-05-05,google,organic,192,271,165,0.61,9,2174.87
2025-05-05,email,newsletter,199,257,164,0.64,12,3351.93
2025-05-06,email,newsletter,98,132,75,0.57,2,497.82
2025-05-06,google,cpc,22,27,16,0.62,0,0.0
2025-05-06,direct,(none),133,160,85,0.53,4,1113.33
2025-05-06,email,newsletter,109,146,82,0.56,2,584.44
2025-05-06,tiktok,social,37,50,33,0.67,1,275.9
2025-05-06,tiktok,social,88,119,61,0.51,2,481.73
2025-05-06,google,cpc,85,105,72,0.69,2,488.92
2025-05-07,direct,(none),120,177,90,0.51,5,1405.66
2025-05-07,direct,(none),51,67,43,0.65,1,272.44
2025-05-07,email,newsletter,48,64,33,0.52,2,599.5
2025-05-07,google,cpc,97,117,65,0.56,2,535.53
2025-05-07,google,organic,109,138,81,0.59,2,558.36
2025-05-07,direct,(none),43,61,41,0.68,1,296.46
2025-05-07,tiktok,social,133,162,89,0.55,5,1443.89
2025-05-07,google,organic,85,121,77,0.64,3,840.34
2025-05-07,direct,(none),131,183,103,0.56,5,1516.97
2025-05-07,google,organic,63,85,55,0.65,2,614.29
2025-05-07,tiktok,social,130,164,108,0.66,4,912.54
2025-05-08,tiktok,social,41,59,29,0.51,1,226.08
2025-05-08,instagram,social,119,167,98,0.59,4,1107.11
2025-05-08,email,newsletter,50,63,38,0.61,1,240.41
2025-05-08,direct,(none),137,181,107,0.6,3,788.93
2025-05-08,direct,(none),125,156,83,0.53,4,1015.65
2025-05-09,google,cpc,32,44,28,0.65,1,229.47
2025-05-09,google,cpc,115,141,89,0.64,5,1527.72
2025-05-09,tiktok,social,107,147,86,0.59,3,866.77
2025-05-09,google,organic,40,58,40,0.7,2,522.22
2025-05-09,tiktok,social,29,41,21,0.52,1,273.38
2025-05-09,google,organic,161,211,134,0.64,8,2118.85
2025-05-09,email,newsletter,83,108,65,0.61,4,878.96
2025-05-09,google,organic,63,79,54,0.69,2,546.25
2025-05-09,email,newsletter,36,52,28,0.54,1,246.61
2025-05-10,tiktok,social,199,240,141,0.59,8,2259.43
2025-05-10,instagram,social,175,246,123,0.5,8,2202.01
2025-05-10,direct,(none),245,354,210,0.59,13,2765.2
2025-05-10,direct,(none),213,273,181,0.66,14,3796.95
2025-05-10,instagram,social,46,56,35,0.63,2,552.61
2025-05-10,direct,(none),43,62,36,0.6,2,542.97
2025-05-10,instagram,social,242,301,192,0.64,11,2692.18
2025-05-10,email,newsletter,190,271,182,0.67,12,2717.63
2025-05-10,google,organic,79,106,54,0.51,4,1139.37
2025-05-10,email,newsletter,189,253,162,0.64,12,3153.84
2025-05-11,google,cpc,142,198,115,0.58,8,2013.76
2025-05-11,direct,(none),275,348,225,0.65,19,4454.65
2025-05-11,google,cpc,195,257,140,0.55,14,3480.79
2025-05-11,google,organic,243,312,192,0.62,17,4223.57
2025-05-11,google,cpc,277,351,202,0.58,15,3227.28
2025-05-11,instagram,social,229,295,206,0.7,15,3631.99
2025-05-11,direct,(none),96,139,90,0.65,5,1045.89
2025-05-11,google,cpc,146,200,104,0.52,9,2081.12
2025-05-11,instagram,social,159,205,143,0.7,9,1784.77
2025-05-11,email,newsletter,205,262,134,0.51,13,3333.52
2025-05-11,google,organic,43,54,34,0.63,2,434.3
2025-05-11,direct,(none),121,180,114,0.63,10,2075.49
2025-05-11,direct,(none),38,53,27,0.52,2,461.49
2025-05-12,direct,(none),137,185,115,0.62,5,1381.76
2025-05-12,google,cpc,60,78,44,0.57,2,461.83
2025-05-12,tiktok,social,87,110,70,0.64,2,569.96
2025-05-12,email,newsletter,110,140,84,0.61,2,495.97
2025-05-12,google,organic,56,69,41,0.61,1,314.79
2025-05-12,direct,(none),101,121,64,0.53,2,561.59
2025-05-12,google,cpc,43,55,33,0.61,1,309.49
2025-05-12,tiktok,social,123,148,103,0.7,4,1139.15
2025-05-13,direct,(none),58,86,52,0.61,2,497.86
2025-05-13,direct,(none),28,39,26,0.67,1,323.22
2025-05-13,email,newsletter,63,76,50,0.66,1,250.61
2025-05-13,instagram,social,111,162,91,0.57,3,735.93
2025-05-14,direct,(none),130,172,106,0.62,6,1421.43
2025-05-14,instagram,social,127,153,77,0.51,6,1370.44
2025-05-14,google,cpc,34,42,22,0.55,1,266.49
2025-05-14,google,cpc,77,115,68,0.6,4,890.47
2025-05-14,google,organic,249,332,175,0.53,17,4076.6
2025-05-14,google,cpc,44,55,32,0.59,2,570.16
2025-05-14,instagram,social,103,124,84,0.68,4,948.62
2025-05-14,google,cpc,123,183,126,0.69,7,1959.79
2025-05-14,tiktok,social,153,184,105,0.57,7,1868.65
2025-05-15,direct,(none),112,157,98,0.62,3,696.46
2025-05-15,email,newsletter,97,136,85,0.63,2,636.9
2025-05-15,tiktok,social,103,140,94,0.67,3,725.28
2025-05-15,google,cpc,30,42,24,0.59,1,308.99
2025-05-15,direct,(none),104,128,69,0.54,3,763.76
2025-05-15,google,cpc,70,101,59,0.59,2,558.05
2025-05-15,email,newsletter,95,135,74,0.55,3,870.13
2025-05-15,direct,(none),79,104,65,0.63,2,583.18
2025-05-15,google,cpc,46,61,35,0.58,1,290.85
2025-05-16,google,cpc,74,99,52,0.53,4,1001.7
2025-05-16,google,cpc,86,120,78,0.65,6,1594.41
2025-05-16,google,organic,139,188,121,0.65,8,1667.05
2025-05-16,tiktok,social,52,68,47,0.69,3,787.65
2025-05-16,google,organic,252,372,201,0.54,17,4169.86
2025-05-16,google,cpc,156,209,116,0.56,8,1593.7
2025-05-17,email,newsletter,258,342,173,0.51,16,3309.36
2025-05-17,google,cpc,165,239,155,0.65,11,2732.32
2025-05-17,direct,(none),229,302,171,0.57,15,3030.65
2025-05-17,tiktok,social,56,71,47,0.67,3,632.3
2025-05-17,google,organic,167,216,133,0.62,8,1794.47
2025-05-17,email,newsletter,97,121,64,0.53,5,1077.28
2025-05-17,google,cpc,254,323,163,0.5,15,3753.92
2025-05-17,instagram,social,44,60,39,0.66,2,505.07
2025-05-17,tiktok,social,105,143,71,0.5,6,1662.08
2025-05-17,google,cpc,220,273,169,0.62,13,2983.74
2025-05-17,direct,(none),51,66,33,0.51,3,820.8
2025-05-18,instagram,social,168,221,121,0.55,11,2846.77
2025-05-18,direct,(none),135,167,104,0.63,10,2511.21
2025-05-18,google,cpc,230,342,202,0.59,17,3162.05
2025-05-18,email,newsletter,56,80,49,0.62,4,773.07
2025-05-18,google,organic,228,291,184,0.64,15,3830.08
2025-05-18,email,newsletter,153,227,145,0.64,10,2051.47
2025-05-18,google,cpc,224,269,173,0.65,16,3339.59
2025-05-18,google,cpc,276,382,243,0.64,21,5461.34
2025-05-18,email,newsletter,72,104,58,0.56,4,980.08
2025-05-18,direct,(none),81,110,76,0.69,6,1388.86
2025-05-19,tiktok,social,66,94,63,0.67,2,590.66
2025-05-19,google,organic,96,120,74,0.62,4,1267.05
2025-05-19,google,cpc,138,184,94,0.51,5,1174.77
2025-05-19,email,newsletter,56,79,46,0.59,1,269.63
2025-05-19,email,newsletter,104,143,95,0.67,2,505.46
2025-05-19,google,organic,65,84,46,0.55,2,638.84
2025-05-19,google,cpc,24,31,19,0.63,0,0.0
2025-05-19,instagram,social,131,173,105,0.61,5,1503.84
2025-05-19,google,organic,20,26,14,0.55,0,0.0
2025-05-19,instagram,social,123,161,101,0.63,2,590.45
2025-05-20,tiktok,social,117,163,90,0.56,3,902.75
2025-05-20,google,organic,134,179,89,0.5,2,551.45
2025-05-20,direct,(none),23,31,16,0.54,0,0.0
2025-05-20,direct,(none),63,90,60,0.68,1,297.07
2025-05-20,email,newsletter,131,165,110,0.67,3,851.55
2025-05-20,instagram,social,72,101,68,0.68,2,574.35
2025-05-20,google,organic,119,176,113,0.65,2,469.28
2025-05-20,google,cpc,146,181,106,0.59,3,822.19
2025-05-20,email,newsletter,44,65,35,0.54,1,306.25
2025-05-20,direct,(none),129,168,109,0.65,3,780.34
2025-05-20,direct,(none),43,57,30,0.54,1,228.54
2025-05-20,google,organic,58,78,54,0.7,1,282.03
2025-05-20,direct,(none),82,113,57,0.51,2,605.41
2025-05-21,direct,(none),85,106,65,0.62,3,920.75
2025-05-21,instagram,social,106,158,87,0.55,3,747.85
2025-05-21,tiktok,social,44,54,27,0.51,1,283.22
2025-05-21,tiktok,social,126,169,113,0.67,4,1231.78
2025-05-21,instagram,social,51,70,48,0.69,2,497.82
2025-05-21,tiktok,social,111,138,69,0.5,4,1272.89
2025-05-21,email,newsletter,71,89,51,0.58,1,315.87
2025-05-21,email,newsletter,57,74,41,0.57,2,525.27
2025-05-21,instagram,social,137,188,110,0.59,6,1920.05
2025-05-21,google,organic,116,171,116,0.68,4,1160.22
2025-05-22,google,organic,137,196,120,0.62,6,1250.04
2025-05-22,instagram,social,174,225,125,0.56,8,2083.53
2025-05-22,google,organic,128,175,91,0.52,7,1866.35
2025-05-23,tiktok,social,320,444,261,0.59,24,5478.83
2025-05-23,tiktok,social,212,302,189,0.63,19,4319.22
2025-05-23,google,organic,260,330,245,0.75,22,3992.79
2025-05-23,direct,(none),260,377,212,0.56,20,4367.32
2025-05-23,google,cpc,70,87,61,0.7,4,857.51
2025-05-23,google,cpc,197,283,211,0.75,20,3444.72
2025-05-23,google,organic,272,345,190,0.55,22,3907.45
2025-05-23,tiktok,social,340,491,308,0.63,35,7527.52
2025-05-23,direct,(none),102,149,100,0.67,9,2132.84
2025-05-23,google,organic,365,545,389,0.71,32,6590.29
2025-05-24,instagram,social,199,270,162,0.6,15,3296.48
2025-05-24,direct,(none),115,159,95,0.6,9,1721.4
2025-05-24,instagram,social,64,85,45,0.53,4,822.8
2025-05-24,google,cpc,246,309,175,0.57,16,3742.66
2025-05-24,tiktok,social,236,327,171,0.52,19,3825.25
2025-05-24,direct,(none),210,282,159,0.56,14,3073.82
2025-05-24,instagram,social,185,256,142,0.56,14,2962.72
2025-05-24,google,cpc,193,289,182,0.63,14,3228.49
2025-05-25,google,cpc,105,151,88,0.59,6,1373.91
2025-05-25,google,cpc,81,108,56,0.52,4,1047.81
2025-05-25,google,organic,124,163,91,0.56,8,2171.54
2025-05-25,email,newsletter,222,324,168,0.52,13,2594.11
2025-05-26,tiktok,social,92,137,85,0.62,2,467.72
2025-05-26,tiktok,social,69,92,55,0.6,2,524.71
2025-05-26,instagram,social,96,120,67,0.56,2,611.56
2025-05-26,tiktok,social,32,41,27,0.68,1,262.03
2025-05-26,email,newsletter,45,61,38,0.63,1,278.49
2025-05-26,tiktok,social,98,140,72,0.52,2,576.01
2025-05-26,instagram,social,125,177,115,0.65,5,1257.37
2025-05-26,google,organic,30,41,25,0.62,1,314.73
2025-05-27,google,cpc,174,219,122,0.56,10,2437.5
2025-05-27,google,cpc,137,186,126,0.68,8,1837.96
2025-05-27,tiktok,social,144,213,123,0.58,12,2937.82
2025-05-27,direct,(none),296,402,226,0.56,19,3610.62
2025-05-27,direct,(none),248,341,228,0.67,16,3672.86
2025-05-27,email,newsletter,316,382,265,0.69,25,5573.4
2025-05-27,tiktok,social,235,317,219,0.69,19,4870.72
2025-05-27,direct,(none),183,271,151,0.56,17,3607.14
2025-05-27,instagram,social,196,265,176,0.67,15,2682.09
2025-05-27,google,organic,72,95,61,0.65,5,984.5
2025-05-28,google,organic,290,354,254,0.72,23,4038.2
2025-05-28,instagram,social,204,279,173,0.62,16,3887.83
2025-05-28,direct,(none),64,76,50,0.66,4,855.38
2025-05-28,instagram,social,78,113,73,0.65,6,1246.35
2025-05-28,direct,(none),234,291,197,0.68,15,3315.85
2025-05-28,instagram,social,238,288,189,0.66,16,3757.22
2025-05-28,google,cpc,294,368,234,0.64,20,4899.53
2025-05-28,email,newsletter,336,480,310,0.65,31,6280.47
2025-05-28,tiktok,social,109,135,94,0.7,7,1611.87
2025-05-28,google,organic,67,93,58,0.63,4,850.85
2025-05-28,email,newsletter,348,457,287,0.63,25,5606.32
2025-05-28,direct,(none),141,174,107,0.62,8,1770.94
2025-05-28,google,organic,345,439,271,0.62,29,5780.59
2025-05-28,direct,(none),238,307,211,0.69,18,4074.73
2025-05-28,instagram,social,276,351,198,0.56,20,3854.66
2025-05-28,email,newsletter,271,362,268,0.74,20,4461.82
2025-05-29,google,organic,86,117,61,0.52,3,970.7
2025-05-29,email,newsletter,119,161,100,0.63,4,923.36
2025-05-29,tiktok,social,45,63,41,0.67,1,244.85
2025-05-29,google,organic,144,199,133,0.67,4,1092.53
2025-05-29,instagram,social,133,183,122,0.67,5,1307.21
2025-05-30,email,newsletter,95,138,83,0.61,3,929.18
2025-05-30,tiktok,social,132,178,90,0.51,4,1196.37
2025-05-30,tiktok,social,51,72,45,0.64,1,283.47
2025-05-30,google,organic,24,31,20,0.65,0,0.0
2025-05-30,tiktok,social,32,39,19,0.51,0,0.0
2025-05-31,instagram,social,208,285,183,0.64,11,2748.79
2025-05-31,google,cpc,155,189,97,0.52,10,2426.12
2025-05-31,tiktok,social,298,446,309,0.69,21,4541.86
2025-05-31,google,organic,165,210,129,0.61,9,2393.23
2025-05-31,tiktok,social,153,197,136,0.69,8,2032.19
2025-05-31,email,newsletter,88,120,78,0.66,5,1104.1
2025-05-31,google,organic,151,203,141,0.7,8,1954.22
2025-05-31,instagram,social,58,75,43,0.58,3,761.45
2025-06-01,instagram,social,123,157,89,0.57,6,1561.75
2025-06-01,google,organic,176,242,123,0.51,12,2558.66
2025-06-01,google,cpc,160,206,108,0.53,7,1511.64
2025-06-01,instagram,social,165,214,140,0.66,7,1380.1
2025-06-01,google,organic,261,378,238,0.63,14,3148.27
2025-06-01,google,cpc,123,177,123,0.7,9,1970.11
2025-06-01,google,cpc,49,59,33,0.57,2,514.42
2025-06-01,google,organic,261,368,226,0.61,16,3436.16
2025-06-01,google,cpc,125,186,117,0.63,8,1977.97
2025-06-01,google,cpc,163,225,155,0.69,10,2504.62
2025-06-02,google,cpc,308,405,223,0.55,19,4337.94
2025-06-02,email,newsletter,55,78,46,0.6,4,733.97
2025-06-02,instagram,social,290,407,257,0.63,23,4265.56
2025-06-02,google,organic,116,152,81,0.54,9,2301.52
2025-06-02,instagram,social,266,397,204,0.52,19,4170.12
2025-06-02,google,cpc,222,315,194,0.62,17,3370.99
2025-06-02,tiktok,social,250,352,204,0.58,20,4417.26
2025-06-03,instagram,social,70,91,59,0.66,2,481.55
2025-06-03,direct,(none),126,173,98,0.57,4,972.03
2025-06-03,direct,(none),62,87,44,0.51,2,546.02
2025-06-03,instagram,social,134,161,94,0.58,3,883.84
2025-06-03,instagram,social,31,38,19,0.5,0,0.0
2025-06-03,direct,(none),101,123,84,0.68,3,894.88
2025-06-04,email,newsletter,56,78,46,0.6,1,263.66
2025-06-04,google,organic,85,110,58,0.53,1,268.17
2025-06-04,tiktok,social,102,132,84,0.64,2,479.59
2025-06-04,google,cpc,109,152,86,0.57,3,921.11
2025-06-04,tiktok,social,74,89,44,0.5,2,538.9
2025-06-04,tiktok,social,76,103,61,0.6,2,635.57
2025-06-04,direct,(none),92,137,77,0.57,4,958.57
2025-06-04,email,newsletter,46,56,30,0.54,1,287.03
2025-06-04,google,organic,104,133,84,0.63,2,594.8
2025-06-04,instagram,social,145,189,102,0.54,5,1536.61
2025-06-05,instagram,social,27,39,23,0.6,1,251.32
2025-06-05,google,cpc,40,55,33,0.6,1,297.85
2025-06-05,google,cpc,115,142,81,0.57,4,1147.36
2025-06-05,google,cpc,133,161,107,0.67,3,900.17
2025-06-05,google,organic,113,141,75,0.53,4,1120.78
2025-06-05,google,cpc,94,115,65,0.57,2,556.93
2025-06-05,tiktok,social,85,102,56,0.55,2,507.01
2025-06-05,direct,(none),43,61,32,0.53,1,295.87
2025-06-05,email,newsletter,137,174,110,0.64,5,1532.4
2025-06-05,direct,(none),75,109,75,0.7,2,567.72
2025-06-06,email,newsletter,79,108,66,0.61,3,716.05
2025-06-06,google,organic,128,171,114,0.67,5,1181.15
2025-06-06,instagram,social,147,196,103,0.53,2,625.66
2025-06-06,instagram,social,132,174,95,0.55,2,612.26
2025-06-06,email,newsletter,34,42,27,0.66,0,0.0
2025-06-06,google,cpc,107,131,89,0.68,2,494.85
2025-06-06,email,newsletter,110,158,91,0.58,3,769.34
2025-06-06,email,newsletter,149,208,118,0.57,4,1284.4
2025-06-06,direct,(none),36,45,26,0.58,1,238.11
2025-06-07,email,newsletter,198,262,151,0.58,10,2527.2
2025-06-07,instagram,social,147,179,121,0.68,7,1689.19
2025-06-07,direct,(none),182,234,118,0.51,9,1881.58
2025-06-07,google,organic,62,84,58,0.7,3,707.12
2025-06-07,instagram,social,114,145,74,0.51,7,1494.31
2025-06-08,tiktok,social,291,387,234,0.61,16,4058.52
2025-06-08,instagram,social,199,265,140,0.53,15,3496.25
2025-06-08,google,organic,57,72,38,0.53,4,872.57
2025-06-08,email,newsletter,301,408,259,0.63,18,4058.94
2025-06-08,tiktok,social,291,398,250,0.63,23,5322.68
2025-06-08,google,cpc,269,331,198,0.6,19,4875.42
2025-06-08,tiktok,social,239,305,197,0.65,17,4077.48
2025-06-08,email,newsletter,166,204,132,0.65,9,1819.74
2025-06-08,instagram,social,243,353,240,0.68,20,3848.12
2025-06-08,instagram,social,53,75,41,0.56,3,785.03
2025-06-09,google,organic,155,202,111,0.55,8,1672.71
2025-06-09,tiktok,social,146,217,144,0.66,10,2623.23
2025-06-09,direct,(none),91,135,90,0.67,5,1322.14
2025-06-09,google,organic,76,96,52,0.55,3,778.99
2025-06-09,tiktok,social,43,63,36,0.58,2,450.6
2025-06-09,instagram,social,121,173,116,0.67,8,2170.86
2025-06-09,tiktok,social,218,292,170,0.58,14,3491.4
2025-06-09,direct,(none),140,207,109,0.53,10,2439.76
2025-06-09,email,newsletter,252,335,208,0.62,14,3752.32
2025-06-09,tiktok,social,77,111,72,0.65,4,1101.22
2025-06-09,google,organic,39,53,30,0.58,2,403.3
2025-06-10,google,cpc,277,345,220,0.64,14,3844.22
2025-06-10,google,cpc,81,104,52,0.51,5,1219.16
2025-06-10,direct,(none),47,67,34,0.52,3,678.3
2025-06-10,google,organic,176,256,134,0.53,12,2685.55
2025-06-10,instagram,social,180,249,155,0.62,9,2288.04
2025-06-11,tiktok,social,149,191,118,0.62,4,935.02
2025-06-11,tiktok,social,49,62,41,0.67,1,290.53
2025-06-11,direct,(none),126,156,90,0.58,3,865.5
2025-06-11,instagram,social,103,148,94,0.64,4,1189.9
2025-06-11,google,cpc,107,153,88,0.58,4,1037.67
2025-06-11,instagram,social,146,200,131,0.66,4,930.92
2025-06-11,instagram,social,69,96,58,0.61,2,601.03
2025-06-11,google,cpc,43,57,36,0.65,1,283.55
2025-06-11,google,cpc,45,54,28,0.54,1,243.75
2025-06-11,email,newsletter,52,69,42,0.61,1,235.67
2025-06-11,instagram,social,65,88,49,0.56,1,299.89
2025-06-12,direct,(none),111,136,74,0.55,2,481.16
2025-06-12,direct,(none),124,162,89,0.55,3,867.47
2025-06-12,email,newsletter,142,178,113,0.64,5,1417.46
2025-06-13,google,cpc,112,152,103,0.68,6,1247.76
2025-06-13,google,cpc,263,356,202,0.57,17,3611.13
2025-06-13,direct,(none),101,142,76,0.54,6,1547.57
2025-06-13,google,cpc,229,291,192,0.66,10,2045.36
2025-06-13,instagram,social,227,294,170,0.58,15,4179.11
2025-06-13,email,newsletter,267,367,214,0.58,15,3912.7
2025-06-14,email,newsletter,262,381,248,0.65,16,3964.27
2025-06-14,google,organic,176,224,113,0.51,9,1741.82
2025-06-14,direct,(none),199,277,188,0.68,14,2996.69
2025-06-14,direct,(none),260,354,232,0.66,18,4261.29
2025-06-14,instagram,social,192,268,168,0.63,14,3153.72
2025-06-14,email,newsletter,215,275,167,0.61,11,2493.66
2025-06-14,email,newsletter,148,178,103,0.58,8,1563.15
2025-06-14,direct,(none),229,320,191,0.6,18,3925.26
2025-06-14,google,cpc,282,363,221,0.61,18,4438.86
2025-06-14,direct,(none),186,277,192,0.7,13,2897.03
2025-06-15,google,cpc,154,226,136,0.61,9,1940.29
2025-06-15,google,organic,129,191,113,0.59,10,2374.87
2025-06-15,google,cpc,164,203,120,0.59,11,2687.19
2025-06-15,tiktok,social,186,278,142,0.51,11,2205.51
2025-06-15,direct,(none),160,204,106,0.52,8,1870.11
2025-06-15,tiktok,social,288,422,247,0.59,18,4652.14
2025-06-15,email,newsletter,94,137,72,0.53,5,1360.39
2025-06-15,email,newsletter,47,66,44,0.68,3,766.0
2025-06-15,direct,(none),115,144,74,0.51,7,1677.73
2025-06-16,email,newsletter,25,34,19,0.57,1,277.51
2025-06-16,instagram,social,46,58,37,0.65,1,278.9
2025-06-16,google,organic,119,167,115,0.69,2,543.04
2025-06-16,instagram,social,55,68,45,0.67,2,469.66
2025-06-16,tiktok,social,135,183,104,0.57,3,788.77
2025-06-16,instagram,social,150,198,105,0.54,5,1135.57
2025-06-16,instagram,social,79,105,68,0.65,3,784.07
2025-06-16,direct,(none),79,98,67,0.69,2,565.75
2025-06-16,instagram,social,68,91,60,0.66,2,477.93
2025-06-16,tiktok,social,150,195,97,0.5,5,1496.77
2025-06-16,instagram,social,141,181,112,0.62,5,1505.4
2025-06-16,email,newsletter,103,148,97,0.66,3,901.94
2025-06-17,instagram,social,241,302,179,0.59,14,2666.84
2025-06-17,direct,(none),212,294,190,0.65,15,3161.2
2025-06-17,tiktok,social,276,348,181,0.52,19,3515.07
2025-06-17,instagram,social,218,280,149,0.53,13,3309.66
2025-06-17,google,cpc,272,329,201,0.61,16,4106.57
2025-06-17,direct,(none),41,49,33,0.68,2,380.07
2025-06-17,google,organic,54,77,44,0.58,3,580.97
2025-06-17,direct,(none),287,347,204,0.59,19,3944.19
2025-06-17,google,organic,187,256,166,0.65,10,2208.1
2025-06-18,google,organic,31,37,25,0.69,1,227.8
2025-06-18,google,organic,49,72,46,0.65,1,243.48
2025-06-18,tiktok,social,133,162,108,0.67,3,750.09
2025-06-18,google,organic,144,176,88,0.5,3,952.66
2025-06-18,tiktok,social,30,41,23,0.58,0,0.0
2025-06-18,google,organic,85,124,81,0.66,2,494.23
2025-06-18,google,organic,29,35,23,0.67,0,0.0
2025-06-19,google,cpc,114,153,104,0.69,7,1649.0
2025-06-19,direct,(none),228,273,166,0.61,13,3239.5
2025-06-19,google,organic,191,247,159,0.65,14,3505.62
2025-06-19,google,organic,294,415,209,0.5,19,3571.1
2025-06-19,tiktok,social,121,157,93,0.6,7,1775.39
2025-06-19,direct,(none),68,100,56,0.57,6,1204.22
2025-06-19,tiktok,social,308,418,265,0.63,18,3952.9
2025-06-20,tiktok,social,60,78,40,0.52,1,281.43
2025-06-20,email,newsletter,138,198,100,0.51,4,1186.99
2025-06-20,instagram,social,148,179,102,0.57,4,1101.25
2025-06-20,instagram,social,72,105,69,0.66,1,236.37
2025-06-20,direct,(none),26,37,24,0.66,1,293.14
2025-06-20,tiktok,social,124,170,115,0.68,5,1291.59
2025-06-21,direct,(none),264,324,202,0.62,14,3566.84
2025-06-21,tiktok,social,292,376,238,0.63,17,3417.79
2025-06-21,tiktok,social,276,413,266,0.65,20,5177.41
2025-06-21,direct,(none),280,410,231,0.57,23,5229.9
2025-06-21,direct,(none),147,179,102,0.57,8,1638.13
2025-06-21,direct,(none),187,237,159,0.67,12,2369.63
2025-06-21,google,cpc,101,121,68,0.57,5,1002.03
2025-06-22,google,organic,56,68,39,0.58,3,722.38
2025-06-22,email,newsletter,55,72,47,0.66,3,744.91
2025-06-22,google,organic,220,296,158,0.53,15,3594.68
2025-06-22,tiktok,social,89,109,73,0.67,4,1093.16
2025-06-22,email,newsletter,92,114,65,0.57,4,811.06
2025-06-22,google,cpc,165,235,149,0.64,12,2800.76
2025-06-22,direct,(none),69,98,54,0.56,4,803.64
2025-06-22,tiktok,social,62,75,44,0.6,3,725.39
2025-06-23,instagram,social,192,257,173,0.68,11,2816.75
2025-06-23,google,cpc,192,245,131,0.53,11,2299.78
2025-06-23,direct,(none),273,394,264,0.67,24,4920.42
2025-06-23,tiktok,social,231,335,187,0.56,20,4319.06
2025-06-23,email,newsletter,235,303,197,0.65,15,3345.21
2025-06-23,direct,(none),265,325,190,0.59,16,2973.33
2025-06-24,email,newsletter,275,359,223,0.62,19,3815.74
2025-06-24,google,organic,127,180,118,0.66,8,2163.48
2025-06-24,email,newsletter,283,419,242,0.58,23,6345.26
2025-06-24,tiktok,social,191,272,158,0.58,14,3470.85
